WKT,醫療院所,縣市,鄉鎮市區,地址,電話,lat,lon
POINT (121.509825871036 25.0240500601751),同仁院醫療財團法人萬華醫院,臺北市,萬華區,中華路二段606巷6號,0223059292,25.0240500601751,121.509825871036
POINT (121.515952170893 25.0304936436863),臺北市立聯合醫院附設中正門診部,臺北市,中正區,牯嶺街24號,02 23210168,25.0304936436863,121.515952170893
POINT (121.502407682966 25.1324849344839),臺北市立聯合醫院附設北投門診部,臺北市,北投區,新市街30號5樓,2891-2670,25.1324849344839,121.502407682966
POINT (121.522962626859 25.1208022552019),臺北榮民總醫院,臺北市,北投區,石牌路二段201號、322號,0228712121,25.1208022552019,121.522962626859
POINT (121.522400466281 25.1175425550789),振興醫療財團法人振興醫院,臺北市,北投區,振興街45號,0228264400,25.1175425550789,121.522400466281
POINT (121.4720113097 25.1283405454023),醫療財團法人辜公亮基金會和信治癌中心醫院,臺北市,北投區,立德路125號,02-28970011,25.1283405454023,121.4720113097
POINT (121.56271085676 25.0266196319747),臺北醫學大學附設醫院,臺北市,信義區,吳興街252號、250號,0227372181,25.0266196319747,121.56271085676
POINT (121.522557955654 25.0588842239915),台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,臺北市,中山區,中山北路二段92號,0225433535,25.0588842239915,121.522557955654
POINT (121.533501345497 25.0643947850029),臺北市立聯合醫院附設中山門診部,臺北市,中山區,松江路367號1樓,0225014614,25.0643947850029,121.533501345497
POINT (121.533943435633 25.0502733165176),協和婦女醫院,臺北市,中山區,松江路85巷5號1234樓、93巷6號124樓,0225072222,25.0502733165176,121.533943435633
POINT (121.531640671466 25.0614598529621),泰安醫院,臺北市,中山區,民權東路二段92巷2之1號(地下一樓至地上六樓),0225375633,25.0614598529621,121.531640671466
POINT (121.519697560985 25.09284539794),臺北市立聯合醫院附設士林門診部,臺北市,士林區,中正路439號,0228813039,25.09284539794,121.519697560985
POINT (121.494929734363 25.0276785444931),西園醫療社團法人西園醫院,臺北市,萬華區,西園路二段266、268、270、272、276號、185、187、189號,02-23329888,25.0276785444931,121.494929734363
POINT (121.518698237253 25.0287486873993),郵政醫院（委託中英醫療社團法人經營）,臺北市,中正區,福州街14號,02-23956755,25.0287486873993,121.518698237253
POINT (121.518750622339 25.0443431329928),國立臺灣大學醫學院附設醫院兒童醫院,臺北市,中正區,中山南路8號,23123456,25.0443431329928,121.518750622339
